,Mean H0,Std H0,Median H0,Mean H1,Std H1,Median H1,H1,H2,H1 entropy,H2 entropy,KL divergence,Intersection,JSD,Quality type
0,0.7331680015292455,0.18389690531080086,0.8241193124921349,0.7274381420644035,0.2503691767857967,0.845439700782436,hand_areas,sphere_areas,-31.34977585894824,-9446.17480629035,0.0,0.0,327333.0,areas
1,0.7331680015292455,0.18389690531080086,0.8241193124921349,0.7274381420644035,0.2503691767857967,0.845439700782436,hand_areas,bun_zipper_areas,-31.34977585894824,-9446.17480629035,2118951.9969252157,0.10608615691054675,710957.7232110591,areas
2,0.7331680015292455,0.18389690531080086,0.8241193124921349,0.7274381420644035,0.2503691767857967,0.845439700782436,sphere_areas,hand_areas,-31.34977585894824,-9446.17480629035,0.0,,-163666.5,areas
3,0.7331680015292455,0.18389690531080086,0.8241193124921349,0.7274381420644035,0.2503691767857967,0.845439700782436,sphere_areas,bun_zipper_areas,-31.34977585894824,-9446.17480629035,0.0,,-17362.75,areas
4,0.7331680015292455,0.18389690531080086,0.8241193124921349,0.7274381420644035,0.2503691767857967,0.845439700782436,bun_zipper_areas,hand_areas,-31.34977585894824,-9446.17480629035,-224791.4740317248,1.0,-237417.5924876865,areas
5,0.7331680015292455,0.18389690531080086,0.8241193124921349,0.7274381420644035,0.2503691767857967,0.845439700782436,bun_zipper_areas,sphere_areas,-31.34977585894824,-9446.17480629035,0.0,0.0,34725.5,areas
6,0.7331680015292455,0.18389690531080086,0.8241193124921349,0.7274381420644035,0.2503691767857967,0.845439700782436,hand_aspect_ratio,bun_zipper_aspect_ratio,-31.34977585894824,-9446.17480629035,84368.31738431595,0.01996035272404129,24979.601323943978,aspect_ratio
7,0.7331680015292455,0.18389690531080086,0.8241193124921349,0.7274381420644035,0.2503691767857967,0.845439700782436,hand_aspect_ratio,sphere_aspect_ratio,-31.34977585894824,-9446.17480629035,0.0,0.0,7314.5,aspect_ratio
8,0.7331680015292455,0.18389690531080086,0.8241193124921349,0.7274381420644035,0.2503691767857967,0.845439700782436,bun_zipper_aspect_ratio,hand_aspect_ratio,-31.34977585894824,-9446.17480629035,-1620.4595206076383,1.0,-4292.636858016903,aspect_ratio
9,0.7331680015292455,0.18389690531080086,0.8241193124921349,0.7274381420644035,0.2503691767857967,0.845439700782436,bun_zipper_aspect_ratio,sphere_aspect_ratio,-31.34977585894824,-9446.17480629035,0.0,0.0,146.0,aspect_ratio
10,0.7331680015292455,0.18389690531080086,0.8241193124921349,0.7274381420644035,0.2503691767857967,0.845439700782436,sphere_aspect_ratio,hand_aspect_ratio,-31.34977585894824,-9446.17480629035,0.0,,-3657.25,aspect_ratio
11,0.7331680015292455,0.18389690531080086,0.8241193124921349,0.7274381420644035,0.2503691767857967,0.845439700782436,sphere_aspect_ratio,bun_zipper_aspect_ratio,-31.34977585894824,-9446.17480629035,0.0,,-73.0,aspect_ratio
12,0.7331680015292455,0.18389690531080086,0.8241193124921349,0.7274381420644035,0.2503691767857967,0.845439700782436,sphere_min_angles,bun_zipper_min_angles,-31.34977585894824,-9446.17480629035,-3638.2906764615964,0.9154761904761904,-18768.69849500396,min_angles
13,0.7331680015292455,0.18389690531080086,0.8241193124921349,0.7274381420644035,0.2503691767857967,0.845439700782436,sphere_min_angles,hand_min_angles,-31.34977585894824,-9446.17480629035,-7470.352504726364,1.0,-166889.79800293734,min_angles
14,0.7331680015292455,0.18389690531080086,0.8241193124921349,0.7274381420644035,0.2503691767857967,0.845439700782436,bun_zipper_min_angles,sphere_min_angles,-31.34977585894824,-9446.17480629035,498598.7059873056,0.011072554750831522,143367.30232271494,min_angles
15,0.7331680015292455,0.18389690531080086,0.8241193124921349,0.7274381420644035,0.2503691767857967,0.845439700782436,bun_zipper_min_angles,hand_min_angles,-31.34977585894824,-9446.17480629035,-125590.27427418073,1.0,-196766.83291269979,min_angles
16,0.7331680015292455,0.18389690531080086,0.8241193124921349,0.7274381420644035,0.2503691767857967,0.845439700782436,hand_min_angles,sphere_min_angles,-31.34977585894824,-9446.17480629035,4398592.850238202,0.0012830970296303765,1311465.4224363063,min_angles
17,0.7331680015292455,0.18389690531080086,0.8241193124921349,0.7274381420644035,0.2503691767857967,0.845439700782436,hand_min_angles,bun_zipper_min_angles,-31.34977585894824,-9446.17480629035,3181716.9659373406,0.10608615691054675,965148.0058284894,min_angles
18,0.7331680015292455,0.18389690531080086,0.8241193124921349,0.7274381420644035,0.2503691767857967,0.845439700782436,bun_zipper_qualities,hand_qualities,-31.34977585894824,-9446.17480629035,-161643.61263228336,1.0,-210896.6325124008,qualities
